fwd_std_ms,fwd_idx_ms,fwd_speedup,step_std_ms,step_idx_ms,step_speedup,flops_std,flops_idx,flop_ratio,tflops_std,tflops_idx,idx_faster_fwd,idx_faster_step,active_kb,B,d_std,d_idx,K,seq,h_dn,N,params_std,params_idx,backend,ppl_std,ppl_idx,ppl_ratio,val_mse_std,val_mse_idx,pareto_win
0.18679999629966915,0.23534998763352633,0.7937115195032155,0.7616500079166144,0.8378500060644001,0.9090529359715387,32768,1024,32.0,0.2694413757870569,0.006683085118530682,False,False,4.0,32,64,32,4,48,16,1536,16640,2080,triton,1.0622319779778076,1.595694631572028,1.5022091827905464,0.060372333973646164,0.4673091471195221,False
0.09154999861493707,0.2758000046014786,0.3319434267132215,0.8007500146050006,0.857200036989525,0.9341460336577025,32768,240,136.53333333333333,0.5497722420695702,0.001336620717366093,False,False,0.9375,32,64,20,8,48,6,1536,16640,980,triton,1.0831114363154553,1.1404092158057233,1.052901093617093,0.0798378586769104,0.1313871592283249,False
0.093149981694296,0.22270000772550702,0.4182756105204528,0.9180000051856041,0.9802500135265291,0.9364957842571453,32768,128,256.0,0.5403291238980678,0.0008828378678923658,False,False,0.5,32,64,16,16,48,4,1536,16640,1040,triton,1.0805972804610262,1.0379007233996607,0.9604880024840063,0.0775139257311821,0.037200137972831726,False
0.1430500124115497,0.2549499913584441,0.5610904775847987,0.9086500213015825,1.0589499725028872,0.8580669955105976,131072,4096,32.0,1.407386050556855,0.024677215976660293,False,False,16.0,32,128,64,4,48,32,1536,66048,8256,triton,1.0288309125070974,1.9301013371973892,1.8760141377304063,0.028423121199011803,0.6575725078582764,False
0.17585000023245811,0.2542000147514045,0.691778088228795,0.9102500043809414,1.033150008879602,0.881043407595825,131072,1232,106.3896103896104,1.1448768367009616,0.0074443426049783275,False,False,4.8125,32,128,44,8,48,14,1536,66048,4972,triton,1.045034668236703,1.1732285259440955,1.122669478442945,0.04405006021261215,0.15975937247276306,False
0.11245001223869622,0.24915000540204346,0.451334576763264,0.9157999884337187,1.0159999947063625,0.9013779460681957,131072,512,256.0,1.7903652297755788,0.003156459895439159,False,False,2.0,32,128,32,16,48,8,1536,66048,4128,triton,1.0588628841316297,1.039781597465361,0.9819794546090667,0.05719558149576187,0.03901068866252899,False
0.2243999915663153,0.24485000176355243,0.9164794361856474,0.895350007340312,1.5378500102087855,0.5822089289570933,524288,16384,32.0,3.588709439688253,0.10278057512248752,False,False,64.0,32,256,128,4,48,64,1536,263168,32896,triton,1.014536658283101,2.349517713312724,2.3158529503397243,0.014432013966143131,0.8542100787162781,False
0.25680000544525683,0.2554499951656908,1.0052848318853576,0.8767999825067818,1.0631000332068652,0.8247577416227662,524288,5104,102.72100313479623,3.1359281578039946,0.030689935988900532,True,False,19.9375,32,256,88,8,48,29,1536,263168,20504,triton,1.022966528575464,1.2247228181736447,1.1972266774741271,0.022706767544150352,0.20271454751491547,False
0.22449999232776463,0.2604000037536025,0.8621351347605685,0.9198499610647559,0.971200002823025,0.9471272223959968,524288,2048,256.0,3.587110893190018,0.012080368489458903,False,False,8.0,32,256,64,16,48,16,1536,263168,16448,triton,1.0300622596957234,1.0518951551460407,1.0211957046720328,0.0296192467212677,0.05059344694018364,False
0.13610001769848168,0.26285002240911126,0.5177858325864994,0.8998999837785959,0.9463999886065722,0.9508664355581403,8192,256,32.0,0.36981367711138435,0.005983883834531031,False,False,1.0,128,32,16,4,48,8,6144,4224,528,triton,1.0945915251014189,1.5693439966787144,1.433725696472305,0.09038125723600388,0.4506576955318451,False
0.12474998948164284,0.23529998725280166,0.5301742296637437,0.8940999978221953,0.967350002611056,0.9242776610418717,8192,32,256.0,0.40346013822635535,0.0008355631561882248,False,False,0.125,128,32,8,8,48,2,6144,4224,136,triton,1.1807583867996374,1.138378629537862,0.9641080192734072,0.16615693271160126,0.1296049952507019,False
0.13669999316334724,0.3200000210199505,0.4271874505746506,0.8436999924015254,1.0532500164117664,0.8010443667267717,8192,32,256.0,0.3681905670606515,0.0006143999596416977,False,False,0.125,128,32,8,16,48,2,6144,4224,264,triton,1.1618503851826318,1.044814858185562,0.8992679879529645,0.15001389384269714,0.043839700520038605,False
0.15454998356290162,0.2801000082399696,0.5517671510758909,0.961900019319728,1.5516999992541969,0.6199007667603609,32768,1024,32.0,1.3026633025687795,0.022461463102171463,False,False,4.0,128,64,32,4,48,16,6144,16640,2080,triton,1.0622319779778076,1.595694631572028,1.5022091827905464,0.060372333973646164,0.4673091471195221,False
0.17030001617968082,0.37990001146681607,0.4482758911276221,0.9304000122938305,1.0001500195357949,0.9302604550521952,32768,240,136.53333333333333,1.1821877444073965,0.0038814423677078556,False,False,0.9375,128,64,20,8,48,6,6144,16640,980,triton,1.0831114363154553,1.1404092158057233,1.052901093617093,0.0798378586769104,0.1313871592283249,False
0.15315000200644135,0.2393500180914998,0.6398579086294218,0.854949961649254,0.8132500224746764,1.05127566925567,32768,128,256.0,1.3145712658334303,0.0032856985191426187,False,True,0.5,128,64,16,16,48,4,6144,16640,1040,triton,1.0805972804610262,1.0379007233996607,0.9604880024840063,0.0775139257311821,0.037200137972831726,False
0.24240001221187413,0.36654999712482095,0.6613013616511634,0.8632999961264431,2.622900006826967,0.32913949974433593,131072,4096,32.0,3.322220822728785,0.0686559110555123,False,False,16.0,128,128,64,4,48,32,6144,66048,8256,triton,1.0288309125070974,1.9301013371973892,1.8760141377304063,0.028423121199011803,0.6575725078582764,False
